"Field","state1","state2","mat_elem1","mat_elem2"
11.35,"31,10,10.5,2.5","28,10,9.5,2.5",-2.0688845111603,-0.0136562349866777
11.45,"31,10,9.5,2.5","28,10,10.5,2.5",0.000662928503695987,11.409147212322
11.25,"31,10,10.5,2.5","28,10,10.5,2.5",-2.05039670079661,11.1796560174729
11.2,"31,9,9.5,2.5","28,11,10.5,2.5",2.06202522922707,0.0222050562162672
11.4,"31,9,8.5,2.5","28,11,11.5,2.5",-0.000379745551896443,-11.0037103588026
11.15,"31,9,9.5,2.5","28,11,11.5,2.5",2.05291523225717,-10.7234335980845
11.4,"31,8,7.5,2.5","28,12,11.5,2.5",0.000153052138560571,-0.0516335325154132
11.05,"31,8,8.5,2.5","28,12,11.5,2.5",-2.04916210666572,0.0545438650544046
11.4,"31,8,7.5,2.5","28,12,12.5,2.5",0.000153052138560571,10.6547829277176
11.05,"31,8,8.5,2.5","28,12,12.5,2.5",-2.04916210666572,-10.2720006439149
11.35,"31,7,6.5,2.5","28,13,12.5,2.5",-2.19860813364027e-05,10.2326701722593
10.9,"31,7,7.5,2.5","28,13,12.5,2.5",-2.02397826318542,9.75320248451102
11.35,"31,7,6.5,2.5","28,13,13.5,2.5",-2.19860813364027e-05,-0.106851597445613
10.9,"31,7,7.5,2.5","28,13,13.5,2.5",-2.02397826318542,0.0893057379644112
11.3,"31,6,5.5,2.5","28,14,13.5,2.5",-0.00013963467878724,-9.78039305354736
10.85,"31,6,6.5,2.5","28,14,13.5,2.5",-1.98612012016034,-9.31401027176622
11.25,"31,6,5.5,2.5","28,14,14.5,2.5",-0.000139489646743344,0.022046656352816
10.8,"31,6,6.5,2.5","28,14,14.5,2.5",-1.97865133185839,0.0206675533314035
11.3,"31,5,4.5,2.5","28,15,14.5,2.5",-0.000187701928097681,9.33745239000653
11.2,"31,5,4.5,2.5","28,15,15.5,2.5",-0.000188521229121509,0.0104572552378328
