"index","Voltage","state"
206,10.25,"31,11,10.5,0.5,28,8,7.5,1.5"
207,10.3,"31,11,10.5,1.5,28,8,7.5,1.5"
210,10.45,"31,11,10.5,2.5,28,8,7.5,1.5"
210,10.45,"31,11,10.5,3.5,28,8,7.5,1.5"
206,10.25,"31,11,11.5,0.5,28,8,7.5,1.5"
206,10.25,"31,11,11.5,1.5,28,8,7.5,1.5"
207,10.3,"31,11,11.5,2.5,28,8,7.5,1.5"
204,10.15,"31,11,11.5,3.5,28,8,7.5,1.5"
229,11.4,"31,12,11.5,0.5,28,8,7.5,1.5"
230,11.45,"31,12,11.5,1.5,28,8,7.5,1.5"
233,11.6,"31,12,11.5,2.5,28,8,7.5,1.5"
233,11.6,"31,12,11.5,3.5,28,8,7.5,1.5"
229,11.4,"31,12,12.5,0.5,28,8,7.5,1.5"
229,11.4,"31,12,12.5,1.5,28,8,7.5,1.5"
230,11.45,"31,12,12.5,2.5,28,8,7.5,1.5"
224,11.15,"31,12,12.5,3.5,28,8,7.5,1.5"
259,12.9,"31,13,12.5,0.5,28,8,7.5,1.5"
260,12.95,"31,13,12.5,1.5,28,8,7.5,1.5"
259,12.9,"31,13,13.5,0.5,28,8,7.5,1.5"
259,12.9,"31,13,13.5,1.5,28,8,7.5,1.5"
260,12.95,"31,13,13.5,2.5,28,8,7.5,1.5"
251,12.5,"31,13,13.5,3.5,28,8,7.5,1.5"
210,10.45,"31,11,10.5,0.5,28,8,7.5,2.5"
211,10.5,"31,11,10.5,1.5,28,8,7.5,2.5"
214,10.65,"31,11,10.5,2.5,28,8,7.5,2.5"
214,10.65,"31,11,10.5,3.5,28,8,7.5,2.5"
209,10.4,"31,11,11.5,0.5,28,8,7.5,2.5"
210,10.45,"31,11,11.5,1.5,28,8,7.5,2.5"
211,10.5,"31,11,11.5,2.5,28,8,7.5,2.5"
207,10.3,"31,11,11.5,3.5,28,8,7.5,2.5"
234,11.65,"31,12,11.5,0.5,28,8,7.5,2.5"
236,11.75,"31,12,11.5,1.5,28,8,7.5,2.5"
238,11.85,"31,12,11.5,2.5,28,8,7.5,2.5"
238,11.85,"31,12,11.5,3.5,28,8,7.5,2.5"
234,11.65,"31,12,12.5,0.5,28,8,7.5,2.5"
234,11.65,"31,12,12.5,1.5,28,8,7.5,2.5"
236,11.75,"31,12,12.5,2.5,28,8,7.5,2.5"
229,11.4,"31,12,12.5,3.5,28,8,7.5,2.5"
257,12.8,"31,13,13.5,3.5,28,8,7.5,2.5"
210,10.45,"31,11,10.5,0.5,28,8,7.5,3.5"
211,10.5,"31,11,10.5,1.5,28,8,7.5,3.5"
214,10.65,"31,11,10.5,2.5,28,8,7.5,3.5"
214,10.65,"31,11,10.5,3.5,28,8,7.5,3.5"
209,10.4,"31,11,11.5,0.5,28,8,7.5,3.5"
210,10.45,"31,11,11.5,1.5,28,8,7.5,3.5"
211,10.5,"31,11,11.5,2.5,28,8,7.5,3.5"
207,10.3,"31,11,11.5,3.5,28,8,7.5,3.5"
234,11.65,"31,12,11.5,0.5,28,8,7.5,3.5"
235,11.7,"31,12,11.5,1.5,28,8,7.5,3.5"
238,11.85,"31,12,11.5,2.5,28,8,7.5,3.5"
238,11.85,"31,12,11.5,3.5,28,8,7.5,3.5"
234,11.65,"31,12,12.5,0.5,28,8,7.5,3.5"
234,11.65,"31,12,12.5,1.5,28,8,7.5,3.5"
235,11.7,"31,12,12.5,2.5,28,8,7.5,3.5"
229,11.4,"31,12,12.5,3.5,28,8,7.5,3.5"
257,12.8,"31,13,13.5,3.5,28,8,7.5,3.5"
204,10.15,"31,11,10.5,0.5,28,8,8.5,0.5"
205,10.2,"31,11,10.5,1.5,28,8,8.5,0.5"
208,10.35,"31,11,10.5,2.5,28,8,8.5,0.5"
208,10.35,"31,11,10.5,3.5,28,8,8.5,0.5"
204,10.15,"31,11,11.5,0.5,28,8,8.5,0.5"
204,10.15,"31,11,11.5,1.5,28,8,8.5,0.5"
205,10.2,"31,11,11.5,2.5,28,8,8.5,0.5"
226,11.25,"31,12,11.5,0.5,28,8,8.5,0.5"
228,11.35,"31,12,11.5,1.5,28,8,8.5,0.5"
230,11.45,"31,12,11.5,2.5,28,8,8.5,0.5"
230,11.45,"31,12,11.5,3.5,28,8,8.5,0.5"
226,11.25,"31,12,12.5,0.5,28,8,8.5,0.5"
226,11.25,"31,12,12.5,1.5,28,8,8.5,0.5"
228,11.35,"31,12,12.5,2.5,28,8,8.5,0.5"
222,11.05,"31,12,12.5,3.5,28,8,8.5,0.5"
255,12.7,"31,13,12.5,0.5,28,8,8.5,0.5"
256,12.75,"31,13,12.5,1.5,28,8,8.5,0.5"
258,12.85,"31,13,12.5,2.5,28,8,8.5,0.5"
258,12.85,"31,13,12.5,3.5,28,8,8.5,0.5"
255,12.7,"31,13,13.5,0.5,28,8,8.5,0.5"
255,12.7,"31,13,13.5,1.5,28,8,8.5,0.5"
256,12.75,"31,13,13.5,2.5,28,8,8.5,0.5"
247,12.3,"31,13,13.5,3.5,28,8,8.5,0.5"
204,10.15,"31,11,10.5,0.5,28,8,8.5,1.5"
206,10.25,"31,11,10.5,1.5,28,8,8.5,1.5"
208,10.35,"31,11,10.5,2.5,28,8,8.5,1.5"
208,10.35,"31,11,10.5,3.5,28,8,8.5,1.5"
204,10.15,"31,11,11.5,0.5,28,8,8.5,1.5"
204,10.15,"31,11,11.5,1.5,28,8,8.5,1.5"
206,10.25,"31,11,11.5,2.5,28,8,8.5,1.5"
202,10.05,"31,11,11.5,3.5,28,8,8.5,1.5"
227,11.3,"31,12,11.5,0.5,28,8,8.5,1.5"
228,11.35,"31,12,11.5,1.5,28,8,8.5,1.5"
230,11.45,"31,12,11.5,2.5,28,8,8.5,1.5"
230,11.45,"31,12,11.5,3.5,28,8,8.5,1.5"
227,11.3,"31,12,12.5,0.5,28,8,8.5,1.5"
227,11.3,"31,12,12.5,1.5,28,8,8.5,1.5"
228,11.35,"31,12,12.5,2.5,28,8,8.5,1.5"
222,11.05,"31,12,12.5,3.5,28,8,8.5,1.5"
256,12.75,"31,13,12.5,0.5,28,8,8.5,1.5"
257,12.8,"31,13,12.5,1.5,28,8,8.5,1.5"
259,12.9,"31,13,12.5,2.5,28,8,8.5,1.5"
259,12.9,"31,13,12.5,3.5,28,8,8.5,1.5"
256,12.75,"31,13,13.5,0.5,28,8,8.5,1.5"
256,12.75,"31,13,13.5,1.5,28,8,8.5,1.5"
257,12.8,"31,13,13.5,2.5,28,8,8.5,1.5"
248,12.35,"31,13,13.5,3.5,28,8,8.5,1.5"
206,10.25,"31,11,10.5,0.5,28,8,8.5,2.5"
207,10.3,"31,11,10.5,1.5,28,8,8.5,2.5"
210,10.45,"31,11,10.5,2.5,28,8,8.5,2.5"
210,10.45,"31,11,10.5,3.5,28,8,8.5,2.5"
206,10.25,"31,11,11.5,0.5,28,8,8.5,2.5"
206,10.25,"31,11,11.5,1.5,28,8,8.5,2.5"
207,10.3,"31,11,11.5,2.5,28,8,8.5,2.5"
204,10.15,"31,11,11.5,3.5,28,8,8.5,2.5"
229,11.4,"31,12,11.5,0.5,28,8,8.5,2.5"
230,11.45,"31,12,11.5,1.5,28,8,8.5,2.5"
233,11.6,"31,12,11.5,2.5,28,8,8.5,2.5"
233,11.6,"31,12,11.5,3.5,28,8,8.5,2.5"
229,11.4,"31,12,12.5,0.5,28,8,8.5,2.5"
229,11.4,"31,12,12.5,1.5,28,8,8.5,2.5"
230,11.45,"31,12,12.5,2.5,28,8,8.5,2.5"
224,11.15,"31,12,12.5,3.5,28,8,8.5,2.5"
259,12.9,"31,13,12.5,0.5,28,8,8.5,2.5"
260,12.95,"31,13,12.5,1.5,28,8,8.5,2.5"
259,12.9,"31,13,13.5,0.5,28,8,8.5,2.5"
259,12.9,"31,13,13.5,1.5,28,8,8.5,2.5"
260,12.95,"31,13,13.5,2.5,28,8,8.5,2.5"
251,12.5,"31,13,13.5,3.5,28,8,8.5,2.5"
207,10.3,"31,11,10.5,0.5,28,8,8.5,3.5"
208,10.35,"31,11,10.5,1.5,28,8,8.5,3.5"
210,10.45,"31,11,10.5,2.5,28,8,8.5,3.5"
210,10.45,"31,11,10.5,3.5,28,8,8.5,3.5"
206,10.25,"31,11,11.5,0.5,28,8,8.5,3.5"
207,10.3,"31,11,11.5,1.5,28,8,8.5,3.5"
208,10.35,"31,11,11.5,2.5,28,8,8.5,3.5"
204,10.15,"31,11,11.5,3.5,28,8,8.5,3.5"
229,11.4,"31,12,11.5,0.5,28,8,8.5,3.5"
230,11.45,"31,12,11.5,1.5,28,8,8.5,3.5"
233,11.6,"31,12,11.5,2.5,28,8,8.5,3.5"
233,11.6,"31,12,11.5,3.5,28,8,8.5,3.5"
229,11.4,"31,12,12.5,0.5,28,8,8.5,3.5"
229,11.4,"31,12,12.5,1.5,28,8,8.5,3.5"
230,11.45,"31,12,12.5,2.5,28,8,8.5,3.5"
225,11.2,"31,12,12.5,3.5,28,8,8.5,3.5"
259,12.9,"31,13,12.5,0.5,28,8,8.5,3.5"
259,12.9,"31,13,12.5,1.5,28,8,8.5,3.5"
258,12.85,"31,13,13.5,0.5,28,8,8.5,3.5"
259,12.9,"31,13,13.5,1.5,28,8,8.5,3.5"
259,12.9,"31,13,13.5,2.5,28,8,8.5,3.5"
250,12.45,"31,13,13.5,3.5,28,8,8.5,3.5"
203,10.1,"31,10,9.5,0.5,28,9,8.5,0.5"
204,10.15,"31,10,9.5,1.5,28,9,8.5,0.5"
208,10.35,"31,10,9.5,2.5,28,9,8.5,0.5"
208,10.35,"31,10,9.5,3.5,28,9,8.5,0.5"
202,10.05,"31,10,10.5,0.5,28,9,8.5,0.5"
203,10.1,"31,10,10.5,1.5,28,9,8.5,0.5"
204,10.15,"31,10,10.5,2.5,28,9,8.5,0.5"
202,10.05,"31,10,10.5,3.5,28,9,8.5,0.5"
225,11.2,"31,11,10.5,0.5,28,9,8.5,0.5"
226,11.25,"31,11,10.5,1.5,28,9,8.5,0.5"
230,11.45,"31,11,10.5,2.5,28,9,8.5,0.5"
230,11.45,"31,11,10.5,3.5,28,9,8.5,0.5"
225,11.2,"31,11,11.5,0.5,28,9,8.5,0.5"
225,11.2,"31,11,11.5,1.5,28,9,8.5,0.5"
226,11.25,"31,11,11.5,2.5,28,9,8.5,0.5"
222,11.05,"31,11,11.5,3.5,28,9,8.5,0.5"
254,12.65,"31,12,11.5,0.5,28,9,8.5,0.5"
255,12.7,"31,12,11.5,1.5,28,9,8.5,0.5"
258,12.85,"31,12,11.5,2.5,28,9,8.5,0.5"
258,12.85,"31,12,11.5,3.5,28,9,8.5,0.5"
253,12.6,"31,12,12.5,0.5,28,9,8.5,0.5"
254,12.65,"31,12,12.5,1.5,28,9,8.5,0.5"
255,12.7,"31,12,12.5,2.5,28,9,8.5,0.5"
247,12.3,"31,12,12.5,3.5,28,9,8.5,0.5"
204,10.15,"31,10,9.5,0.5,28,9,8.5,1.5"
205,10.2,"31,10,9.5,1.5,28,9,8.5,1.5"
209,10.4,"31,10,9.5,2.5,28,9,8.5,1.5"
209,10.4,"31,10,9.5,3.5,28,9,8.5,1.5"
204,10.15,"31,10,10.5,0.5,28,9,8.5,1.5"
204,10.15,"31,10,10.5,1.5,28,9,8.5,1.5"
205,10.2,"31,10,10.5,2.5,28,9,8.5,1.5"
203,10.1,"31,10,10.5,3.5,28,9,8.5,1.5"
227,11.3,"31,11,10.5,0.5,28,9,8.5,1.5"
228,11.35,"31,11,10.5,1.5,28,9,8.5,1.5"
232,11.55,"31,11,10.5,2.5,28,9,8.5,1.5"
232,11.55,"31,11,10.5,3.5,28,9,8.5,1.5"
226,11.25,"31,11,11.5,0.5,28,9,8.5,1.5"
227,11.3,"31,11,11.5,1.5,28,9,8.5,1.5"
228,11.35,"31,11,11.5,2.5,28,9,8.5,1.5"
223,11.1,"31,11,11.5,3.5,28,9,8.5,1.5"
256,12.75,"31,12,11.5,0.5,28,9,8.5,1.5"
257,12.8,"31,12,11.5,1.5,28,9,8.5,1.5"
260,12.95,"31,12,11.5,2.5,28,9,8.5,1.5"
260,12.95,"31,12,11.5,3.5,28,9,8.5,1.5"
255,12.7,"31,12,12.5,0.5,28,9,8.5,1.5"
256,12.75,"31,12,12.5,1.5,28,9,8.5,1.5"
257,12.8,"31,12,12.5,2.5,28,9,8.5,1.5"
249,12.4,"31,12,12.5,3.5,28,9,8.5,1.5"
207,10.3,"31,10,9.5,0.5,28,9,8.5,2.5"
208,10.35,"31,10,9.5,1.5,28,9,8.5,2.5"
212,10.55,"31,10,9.5,2.5,28,9,8.5,2.5"
212,10.55,"31,10,9.5,3.5,28,9,8.5,2.5"
206,10.25,"31,10,10.5,0.5,28,9,8.5,2.5"
207,10.3,"31,10,10.5,1.5,28,9,8.5,2.5"
208,10.35,"31,10,10.5,2.5,28,9,8.5,2.5"
205,10.2,"31,10,10.5,3.5,28,9,8.5,2.5"
230,11.45,"31,11,10.5,0.5,28,9,8.5,2.5"
232,11.55,"31,11,10.5,1.5,28,9,8.5,2.5"
235,11.7,"31,11,10.5,2.5,28,9,8.5,2.5"
235,11.7,"31,11,10.5,3.5,28,9,8.5,2.5"
230,11.45,"31,11,11.5,0.5,28,9,8.5,2.5"
230,11.45,"31,11,11.5,1.5,28,9,8.5,2.5"
232,11.55,"31,11,11.5,2.5,28,9,8.5,2.5"
227,11.3,"31,11,11.5,3.5,28,9,8.5,2.5"
260,12.95,"31,12,12.5,0.5,28,9,8.5,2.5"
254,12.65,"31,12,12.5,3.5,28,9,8.5,2.5"
207,10.3,"31,10,9.5,0.5,28,9,8.5,3.5"
208,10.35,"31,10,9.5,1.5,28,9,8.5,3.5"
212,10.55,"31,10,9.5,2.5,28,9,8.5,3.5"
212,10.55,"31,10,9.5,3.5,28,9,8.5,3.5"
206,10.25,"31,10,10.5,0.5,28,9,8.5,3.5"
207,10.3,"31,10,10.5,1.5,28,9,8.5,3.5"
208,10.35,"31,10,10.5,2.5,28,9,8.5,3.5"
205,10.2,"31,10,10.5,3.5,28,9,8.5,3.5"
230,11.45,"31,11,10.5,0.5,28,9,8.5,3.5"
232,11.55,"31,11,10.5,1.5,28,9,8.5,3.5"
235,11.7,"31,11,10.5,2.5,28,9,8.5,3.5"
235,11.7,"31,11,10.5,3.5,28,9,8.5,3.5"
230,11.45,"31,11,11.5,0.5,28,9,8.5,3.5"
230,11.45,"31,11,11.5,1.5,28,9,8.5,3.5"
232,11.55,"31,11,11.5,2.5,28,9,8.5,3.5"
227,11.3,"31,11,11.5,3.5,28,9,8.5,3.5"
260,12.95,"31,12,12.5,0.5,28,9,8.5,3.5"
254,12.65,"31,12,12.5,3.5,28,9,8.5,3.5"
202,10.05,"31,10,9.5,0.5,28,9,9.5,0.5"
204,10.15,"31,10,9.5,1.5,28,9,9.5,0.5"
207,10.3,"31,10,9.5,2.5,28,9,9.5,0.5"
207,10.3,"31,10,9.5,3.5,28,9,9.5,0.5"
202,10.05,"31,10,10.5,0.5,28,9,9.5,0.5"
202,10.05,"31,10,10.5,1.5,28,9,9.5,0.5"
204,10.15,"31,10,10.5,2.5,28,9,9.5,0.5"
225,11.2,"31,11,10.5,0.5,28,9,9.5,0.5"
226,11.25,"31,11,10.5,1.5,28,9,9.5,0.5"
229,11.4,"31,11,10.5,2.5,28,9,9.5,0.5"
229,11.4,"31,11,10.5,3.5,28,9,9.5,0.5"
224,11.15,"31,11,11.5,0.5,28,9,9.5,0.5"
225,11.2,"31,11,11.5,1.5,28,9,9.5,0.5"
226,11.25,"31,11,11.5,2.5,28,9,9.5,0.5"
221,11,"31,11,11.5,3.5,28,9,9.5,0.5"
253,12.6,"31,12,11.5,0.5,28,9,9.5,0.5"
254,12.65,"31,12,11.5,1.5,28,9,9.5,0.5"
257,12.8,"31,12,11.5,2.5,28,9,9.5,0.5"
257,12.8,"31,12,11.5,3.5,28,9,9.5,0.5"
253,12.6,"31,12,12.5,0.5,28,9,9.5,0.5"
253,12.6,"31,12,12.5,1.5,28,9,9.5,0.5"
254,12.65,"31,12,12.5,2.5,28,9,9.5,0.5"
247,12.3,"31,12,12.5,3.5,28,9,9.5,0.5"
203,10.1,"31,10,9.5,0.5,28,9,9.5,1.5"
204,10.15,"31,10,9.5,1.5,28,9,9.5,1.5"
208,10.35,"31,10,9.5,2.5,28,9,9.5,1.5"
208,10.35,"31,10,9.5,3.5,28,9,9.5,1.5"
202,10.05,"31,10,10.5,0.5,28,9,9.5,1.5"
203,10.1,"31,10,10.5,1.5,28,9,9.5,1.5"
204,10.15,"31,10,10.5,2.5,28,9,9.5,1.5"
202,10.05,"31,10,10.5,3.5,28,9,9.5,1.5"
225,11.2,"31,11,10.5,0.5,28,9,9.5,1.5"
226,11.25,"31,11,10.5,1.5,28,9,9.5,1.5"
230,11.45,"31,11,10.5,2.5,28,9,9.5,1.5"
230,11.45,"31,11,10.5,3.5,28,9,9.5,1.5"
225,11.2,"31,11,11.5,0.5,28,9,9.5,1.5"
225,11.2,"31,11,11.5,1.5,28,9,9.5,1.5"
226,11.25,"31,11,11.5,2.5,28,9,9.5,1.5"
222,11.05,"31,11,11.5,3.5,28,9,9.5,1.5"
254,12.65,"31,12,11.5,0.5,28,9,9.5,1.5"
255,12.7,"31,12,11.5,1.5,28,9,9.5,1.5"
258,12.85,"31,12,11.5,2.5,28,9,9.5,1.5"
258,12.85,"31,12,11.5,3.5,28,9,9.5,1.5"
253,12.6,"31,12,12.5,0.5,28,9,9.5,1.5"
254,12.65,"31,12,12.5,1.5,28,9,9.5,1.5"
255,12.7,"31,12,12.5,2.5,28,9,9.5,1.5"
247,12.3,"31,12,12.5,3.5,28,9,9.5,1.5"
204,10.15,"31,10,9.5,0.5,28,9,9.5,2.5"
205,10.2,"31,10,9.5,1.5,28,9,9.5,2.5"
209,10.4,"31,10,9.5,2.5,28,9,9.5,2.5"
209,10.4,"31,10,9.5,3.5,28,9,9.5,2.5"
203,10.1,"31,10,10.5,0.5,28,9,9.5,2.5"
204,10.15,"31,10,10.5,1.5,28,9,9.5,2.5"
205,10.2,"31,10,10.5,2.5,28,9,9.5,2.5"
203,10.1,"31,10,10.5,3.5,28,9,9.5,2.5"
227,11.3,"31,11,10.5,0.5,28,9,9.5,2.5"
228,11.35,"31,11,10.5,1.5,28,9,9.5,2.5"
232,11.55,"31,11,10.5,2.5,28,9,9.5,2.5"
232,11.55,"31,11,10.5,3.5,28,9,9.5,2.5"
226,11.25,"31,11,11.5,0.5,28,9,9.5,2.5"
227,11.3,"31,11,11.5,1.5,28,9,9.5,2.5"
228,11.35,"31,11,11.5,2.5,28,9,9.5,2.5"
223,11.1,"31,11,11.5,3.5,28,9,9.5,2.5"
256,12.75,"31,12,11.5,0.5,28,9,9.5,2.5"
257,12.8,"31,12,11.5,1.5,28,9,9.5,2.5"
260,12.95,"31,12,11.5,2.5,28,9,9.5,2.5"
260,12.95,"31,12,11.5,3.5,28,9,9.5,2.5"
255,12.7,"31,12,12.5,0.5,28,9,9.5,2.5"
256,12.75,"31,12,12.5,1.5,28,9,9.5,2.5"
257,12.8,"31,12,12.5,2.5,28,9,9.5,2.5"
249,12.4,"31,12,12.5,3.5,28,9,9.5,2.5"
203,10.1,"31,10,9.5,0.5,28,9,9.5,3.5"
205,10.2,"31,10,9.5,1.5,28,9,9.5,3.5"
208,10.35,"31,10,9.5,2.5,28,9,9.5,3.5"
208,10.35,"31,10,9.5,3.5,28,9,9.5,3.5"
203,10.1,"31,10,10.5,0.5,28,9,9.5,3.5"
203,10.1,"31,10,10.5,1.5,28,9,9.5,3.5"
205,10.2,"31,10,10.5,2.5,28,9,9.5,3.5"
202,10.05,"31,10,10.5,3.5,28,9,9.5,3.5"
225,11.2,"31,11,10.5,0.5,28,9,9.5,3.5"
227,11.3,"31,11,10.5,1.5,28,9,9.5,3.5"
230,11.45,"31,11,10.5,2.5,28,9,9.5,3.5"
230,11.45,"31,11,10.5,3.5,28,9,9.5,3.5"
225,11.2,"31,11,11.5,0.5,28,9,9.5,3.5"
225,11.2,"31,11,11.5,1.5,28,9,9.5,3.5"
227,11.3,"31,11,11.5,2.5,28,9,9.5,3.5"
222,11.05,"31,11,11.5,3.5,28,9,9.5,3.5"
254,12.65,"31,12,11.5,0.5,28,9,9.5,3.5"
255,12.7,"31,12,11.5,1.5,28,9,9.5,3.5"
258,12.85,"31,12,11.5,2.5,28,9,9.5,3.5"
258,12.85,"31,12,11.5,3.5,28,9,9.5,3.5"
253,12.6,"31,12,12.5,0.5,28,9,9.5,3.5"
254,12.65,"31,12,12.5,1.5,28,9,9.5,3.5"
255,12.7,"31,12,12.5,2.5,28,9,9.5,3.5"
247,12.3,"31,12,12.5,3.5,28,9,9.5,3.5"
203,10.1,"31,9,8.5,1.5,28,10,9.5,0.5"
207,10.3,"31,9,8.5,2.5,28,10,9.5,0.5"
207,10.3,"31,9,8.5,3.5,28,10,9.5,0.5"
203,10.1,"31,9,9.5,2.5,28,10,9.5,0.5"
223,11.1,"31,10,9.5,0.5,28,10,9.5,0.5"
225,11.2,"31,10,9.5,1.5,28,10,9.5,0.5"
229,11.4,"31,10,9.5,2.5,28,10,9.5,0.5"
229,11.4,"31,10,9.5,3.5,28,10,9.5,0.5"
222,11.05,"31,10,10.5,0.5,28,10,9.5,0.5"
223,11.1,"31,10,10.5,1.5,28,10,9.5,0.5"
225,11.2,"31,10,10.5,2.5,28,10,9.5,0.5"
221,11,"31,10,10.5,3.5,28,10,9.5,0.5"
251,12.5,"31,11,10.5,0.5,28,10,9.5,0.5"
253,12.6,"31,11,10.5,1.5,28,10,9.5,0.5"
257,12.8,"31,11,10.5,2.5,28,10,9.5,0.5"
257,12.8,"31,11,10.5,3.5,28,10,9.5,0.5"
250,12.45,"31,11,11.5,0.5,28,10,9.5,0.5"
251,12.5,"31,11,11.5,1.5,28,10,9.5,0.5"
253,12.6,"31,11,11.5,2.5,28,10,9.5,0.5"
246,12.25,"31,11,11.5,3.5,28,10,9.5,0.5"
202,10.05,"31,9,8.5,0.5,28,10,9.5,1.5"
204,10.15,"31,9,8.5,1.5,28,10,9.5,1.5"
208,10.35,"31,9,8.5,2.5,28,10,9.5,1.5"
208,10.35,"31,9,8.5,3.5,28,10,9.5,1.5"
202,10.05,"31,9,9.5,1.5,28,10,9.5,1.5"
204,10.15,"31,9,9.5,2.5,28,10,9.5,1.5"
202,10.05,"31,9,9.5,3.5,28,10,9.5,1.5"
224,11.15,"31,10,9.5,0.5,28,10,9.5,1.5"
226,11.25,"31,10,9.5,1.5,28,10,9.5,1.5"
230,11.45,"31,10,9.5,2.5,28,10,9.5,1.5"
230,11.45,"31,10,9.5,3.5,28,10,9.5,1.5"
223,11.1,"31,10,10.5,0.5,28,10,9.5,1.5"
224,11.15,"31,10,10.5,1.5,28,10,9.5,1.5"
226,11.25,"31,10,10.5,2.5,28,10,9.5,1.5"
222,11.05,"31,10,10.5,3.5,28,10,9.5,1.5"
252,12.55,"31,11,10.5,0.5,28,10,9.5,1.5"
254,12.65,"31,11,10.5,1.5,28,10,9.5,1.5"
259,12.9,"31,11,10.5,2.5,28,10,9.5,1.5"
259,12.9,"31,11,10.5,3.5,28,10,9.5,1.5"
252,12.55,"31,11,11.5,0.5,28,10,9.5,1.5"
252,12.55,"31,11,11.5,1.5,28,10,9.5,1.5"
254,12.65,"31,11,11.5,2.5,28,10,9.5,1.5"
248,12.35,"31,11,11.5,3.5,28,10,9.5,1.5"
203,10.1,"31,9,8.5,0.5,28,10,9.5,2.5"
205,10.2,"31,9,8.5,1.5,28,10,9.5,2.5"
210,10.45,"31,9,8.5,2.5,28,10,9.5,2.5"
210,10.45,"31,9,8.5,3.5,28,10,9.5,2.5"
203,10.1,"31,9,9.5,0.5,28,10,9.5,2.5"
203,10.1,"31,9,9.5,1.5,28,10,9.5,2.5"
205,10.2,"31,9,9.5,2.5,28,10,9.5,2.5"
204,10.15,"31,9,9.5,3.5,28,10,9.5,2.5"
226,11.25,"31,10,9.5,0.5,28,10,9.5,2.5"
228,11.35,"31,10,9.5,1.5,28,10,9.5,2.5"
233,11.6,"31,10,9.5,2.5,28,10,9.5,2.5"
233,11.6,"31,10,9.5,3.5,28,10,9.5,2.5"
226,11.25,"31,10,10.5,0.5,28,10,9.5,2.5"
226,11.25,"31,10,10.5,1.5,28,10,9.5,2.5"
228,11.35,"31,10,10.5,2.5,28,10,9.5,2.5"
224,11.15,"31,10,10.5,3.5,28,10,9.5,2.5"
256,12.75,"31,11,10.5,0.5,28,10,9.5,2.5"
258,12.85,"31,11,10.5,1.5,28,10,9.5,2.5"
255,12.7,"31,11,11.5,0.5,28,10,9.5,2.5"
256,12.75,"31,11,11.5,1.5,28,10,9.5,2.5"
258,12.85,"31,11,11.5,2.5,28,10,9.5,2.5"
251,12.5,"31,11,11.5,3.5,28,10,9.5,2.5"
203,10.1,"31,9,8.5,0.5,28,10,9.5,3.5"
205,10.2,"31,9,8.5,1.5,28,10,9.5,3.5"
210,10.45,"31,9,8.5,2.5,28,10,9.5,3.5"
210,10.45,"31,9,8.5,3.5,28,10,9.5,3.5"
203,10.1,"31,9,9.5,0.5,28,10,9.5,3.5"
203,10.1,"31,9,9.5,1.5,28,10,9.5,3.5"
205,10.2,"31,9,9.5,2.5,28,10,9.5,3.5"
204,10.15,"31,9,9.5,3.5,28,10,9.5,3.5"
226,11.25,"31,10,9.5,0.5,28,10,9.5,3.5"
228,11.35,"31,10,9.5,1.5,28,10,9.5,3.5"
233,11.6,"31,10,9.5,2.5,28,10,9.5,3.5"
233,11.6,"31,10,9.5,3.5,28,10,9.5,3.5"
226,11.25,"31,10,10.5,0.5,28,10,9.5,3.5"
226,11.25,"31,10,10.5,1.5,28,10,9.5,3.5"
228,11.35,"31,10,10.5,2.5,28,10,9.5,3.5"
224,11.15,"31,10,10.5,3.5,28,10,9.5,3.5"
256,12.75,"31,11,10.5,0.5,28,10,9.5,3.5"
258,12.85,"31,11,10.5,1.5,28,10,9.5,3.5"
255,12.7,"31,11,11.5,0.5,28,10,9.5,3.5"
256,12.75,"31,11,11.5,1.5,28,10,9.5,3.5"
258,12.85,"31,11,11.5,2.5,28,10,9.5,3.5"
251,12.5,"31,11,11.5,3.5,28,10,9.5,3.5"
203,10.1,"31,9,8.5,1.5,28,10,10.5,0.5"
207,10.3,"31,9,8.5,2.5,28,10,10.5,0.5"
207,10.3,"31,9,8.5,3.5,28,10,10.5,0.5"
203,10.1,"31,9,9.5,2.5,28,10,10.5,0.5"
223,11.1,"31,10,9.5,0.5,28,10,10.5,0.5"
224,11.15,"31,10,9.5,1.5,28,10,10.5,0.5"
229,11.4,"31,10,9.5,2.5,28,10,10.5,0.5"
229,11.4,"31,10,9.5,3.5,28,10,10.5,0.5"
222,11.05,"31,10,10.5,0.5,28,10,10.5,0.5"
223,11.1,"31,10,10.5,1.5,28,10,10.5,0.5"
224,11.15,"31,10,10.5,2.5,28,10,10.5,0.5"
221,11,"31,10,10.5,3.5,28,10,10.5,0.5"
250,12.45,"31,11,10.5,0.5,28,10,10.5,0.5"
252,12.55,"31,11,10.5,1.5,28,10,10.5,0.5"
257,12.8,"31,11,10.5,2.5,28,10,10.5,0.5"
257,12.8,"31,11,10.5,3.5,28,10,10.5,0.5"
250,12.45,"31,11,11.5,0.5,28,10,10.5,0.5"
250,12.45,"31,11,11.5,1.5,28,10,10.5,0.5"
252,12.55,"31,11,11.5,2.5,28,10,10.5,0.5"
246,12.25,"31,11,11.5,3.5,28,10,10.5,0.5"
203,10.1,"31,9,8.5,1.5,28,10,10.5,1.5"
207,10.3,"31,9,8.5,2.5,28,10,10.5,1.5"
207,10.3,"31,9,8.5,3.5,28,10,10.5,1.5"
203,10.1,"31,9,9.5,2.5,28,10,10.5,1.5"
