"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56"
0,-54.4174014024724,78.510387542222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-67.2055753052688,93.6970603749894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.83513907983432,0,0,118.185173289333,-1.39171236982363e-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-67.2055753052688,0,0,-0.0773411031174932,9.10745120632952e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-10.1505675519508,0,0,-16.8637503399044,123.922750447356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.6970603749894,0,0,-0.153447297038056,1.12760274045757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-1.13970597195051,0.224032119693339,0,0,147.501757743377,8.35683472965426e-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0773411031174932,-0.153447297038056,0,0,-0.114224160393809,-6.47146478217099e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.34208281375727e-16,-1.64629313772843,0,0,-8.60247720559266,148.999275910396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.10745120632952e-18,1.12760274045757,0,0,0.00666168831577752,-0.115383826271146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-1.76034211952927,0.102665237275623,0,0,28.5669985331274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.114224160393809,0.00666168831577752,0,0,184.382846983016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-9.9733646470501e-17,-1.77821407132493,0,0,-0.916286905168931,28.6843172959088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.47146478217099e-18,-0.115383826271146,0,0,-5.91408257442188,185.14006925336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,50.4753579225895,-1.61899786022499,0,0,23.6023819793001,1.31835868563601e-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184.382846983016,-5.91408257442188,0,0,181.259130955897,1.01245946216835e-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,50.6826497924568,0,0,-0.479786641242098,23.6510969578143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185.14006925336,0,0,-3.684615803272,181.633247207289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,57.9095361660171,-1.1771787219336,0,0,20.9948908950435,1.17029653274986e-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181.259130955897,-3.684615803272,0,0,177.255007886776,9.88054294635162e-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,3.23465402994402e-15,58.0290606196324,0,0,-0.294855777835259,21.0197222353544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01245946216835e-14,181.633247207289,0,0,-2.48939913462418,177.464653149743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,62.4948988785608,-0.877688867815179,0,0,18.4646959352658,1.02804258730766e-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.255007886776,-2.48939913462418,0,0,172.140751505147,9.58412877086396e-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,3.48358864248252e-15,62.568813628083,0,0,-0.189944295922858,18.4783684257991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.88054294635162e-15,177.464653149743,0,0,-1.77079297481571,172.268215981335,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,67.2805058865369,-0.692107163029112,0,0,16.0176352138548,1.78227977366344e-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.140751505147,-1.77079297481571,0,0,165.908695766391,1.84606347186351e-14,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,3.7459173760268e-15,67.3303248536642,0,0,-0.125908619992797,16.0255510212141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.58412877086396e-15,172.268215981335,0,0,-1.30414600219404,165.990686725568,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,72.3022295634343,-0.568340696063563,0,0,13.6518442549649,-1.51828825458908e-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165.908695766391,-1.30414600219404,0,0,158.471457137777,-1.76243844836129e-14,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,8.04505781416581e-15,72.3379608379472,0,0,-0.0846781723542822,13.6565705297317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.84606347186351e-14,165.990686725568,0,0,-0.982949490935384,158.526320029203,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.5859930857553,-0.481241945930082,0,0,11.3623986871058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.471457137777,-0.982949490935384,0,0,149.67316761232,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.62871710391004e-15,77.6128533922846,0,0,-0.057033427832,11.3652611128187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.76243844836129e-14,158.526320029203,0,0,-0.751282721058829,149.710873411536,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.1543166002273,-0.417392123383268,0,0,9.14269561373647,1.01619592120909e-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.67316761232,-0.751282721058829,0,0,139.269949329416,1.5479631001049e-14,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.1752649105735,0,0,-0.0379009488372042,9.14442374825975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.710873411536,0,0,-0.577342115181389,139.296273864067,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.0286846312413,-0.369067478980989,0,0,6.98431209583621,1.16422253489578e-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.269949329416,-0.577342115181389,0,0,126.876555498459,2.11491902186504e-14,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.89539518924267e-15,89.0455126598636,0,0,-0.0243162535621238,6.98532792190454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5479631001049e-14,139.296273864067,0,0,-0.441727467538094,126.895008928198,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.2307031488355,-0.331550751583243,0,0,4.87434703015993,2.70797339741176e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.876555498459,-0.441727467538094,0,0,111.83949071395,6.2133115217182e-15,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58741088740781e-14,95.2445538802227,0,0,-0.0144540776100881,4.87490419390756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.11491902186504e-14,126.895008928198,0,0,-0.331641688343047,111.85227456159,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.782583964296,-0.301819578883569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.83949071395,-0.331641688343047,0,0,92.8884448920087,2.57994237106106e-14
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.65459389718707e-15,101.794218254094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2133115217182e-15,111.85227456159,0,0,-0.237425849316948,92.8969406568678
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.707531570824,-0.277859943078584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.8884448920087,-0.237425849316948,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.01931168165303e-14,108.717474181314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.57994237106106e-14,92.8969406568678,0,0
